Constituency No,Constituency Name,Total Rounds,Rounds Done,Candidate S.N.,Candidate Name,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
1,1 - MEKLIGANJ (West Bengal),19,19,1,ADHIKARY PARESH CHANDRA,All India Trinamool Congress,89062,463,89525,40.91
1,1 - MEKLIGANJ (West Bengal),19,19,2,ILA RANI ROY,Indian National Congress,1276,12,1288,0.59
1,1 - MEKLIGANJ (West Bengal),19,19,3,KAMAL KUMAR ROY,All India Forward Bloc,2345,41,2386,1.09
1,1 - MEKLIGANJ (West Bengal),19,19,4,DADHIRAM RAY,Bharatiya Janata Party,118185,924,119109,54.42
1,1 - MEKLIGANJ (West Bengal),19,19,5,HITEN BARMAN,Socialist Unity Centre Of India (COMMUNIST),1383,9,1392,0.64
1,1 - MEKLIGANJ (West Bengal),19,19,6,KIRTTIRAM BARMAN,Independent,215,3,218,0.1
1,1 - MEKLIGANJ (West Bengal),19,19,7,KRISHNA BARMAN,Independent,231,0,231,0.11
1,1 - MEKLIGANJ (West Bengal),19,19,8,GOLAPI ROY,Independent,426,1,427,0.2
1,1 - MEKLIGANJ (West Bengal),19,19,9,PURNENDU ROY,Independent,897,3,900,0.41
1,1 - MEKLIGANJ (West Bengal),19,19,10,MANOJ KUMAR RAY,Independent,276,2,278,0.13
1,1 - MEKLIGANJ (West Bengal),19,19,11,HIRANMAY DEB SINGHA,Independent,978,1,979,0.45
1,1 - MEKLIGANJ (West Bengal),19,19,12,NOTA,None of the Above,2112,14,2126,0.97
2,2 - MATHABHANGA (West Bengal),24,24,1,KSHITENDRA NATH BARMAN,Indian National Congress,1110,8,1118,0.46
2,2 - MATHABHANGA (West Bengal),24,24,2,KHAGEN CHANDRA BARMAN,Communist Party of India (Marxist),3945,85,4030,1.67
2,2 - MATHABHANGA (West Bengal),24,24,3,NISHITH PRAMANIK,Bharatiya Janata Party,142057,1283,143340,59.27
2,2 - MATHABHANGA (West Bengal),24,24,4,MRITUNJOY BISWAS,Bahujan Samaj Party,1096,1,1097,0.45
2,2 - MATHABHANGA (West Bengal),24,24,5,DR. SABLU BARMAN,All India Trinamool Congress,85735,515,86250,35.66
2,2 - MATHABHANGA (West Bengal),24,24,6,PREMANANDA BARMAN,Kamatapur People's Party (United),753,2,755,0.31
2,2 - MATHABHANGA (West Bengal),24,24,7,BIKASH BARMAN,Socialist Unity Centre Of India (COMMUNIST),336,1,337,0.14
2,2 - MATHABHANGA (West Bengal),24,24,8,SUBODH BARMAN,Amra Bangalee,192,0,192,0.08
2,2 - MATHABHANGA (West Bengal),24,24,9,KANGSA RAJ BARMAN,Independent,324,1,325,0.13
2,2 - MATHABHANGA (West Bengal),24,24,10,GOUTAM BARMAN,Independent,287,1,288,0.12
2,2 - MATHABHANGA (West Bengal),24,24,11,PROVAKAR ROY,Independent,678,6,684,0.28
2,2 - MATHABHANGA (West Bengal),24,24,12,MIHIR SARKAR,Independent,882,1,883,0.37
2,2 - MATHABHANGA (West Bengal),24,24,13,DR. HAREKRISHNA SARKAR,Independent,1164,4,1168,0.48
2,2 - MATHABHANGA (West Bengal),24,24,14,HARADHAN ROY,Independent,464,1,465,0.19
2,2 - MATHABHANGA (West Bengal),24,24,15,NOTA,None of the Above,899,14,913,0.38
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,1,PARTHA PRATIM RAY,All India Trinamool Congress,84168,775,84943,33.42
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,2,PARTHA PRATIM ISHOR,Indian National Congress,1912,27,1939,0.76
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,3,PRANAY KARJEE,Communist Party of India (Marxist),5182,111,5293,2.08
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,4,SUKUMAR RAY,Bharatiya Janata Party,153169,2158,155327,61.11
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,5,UPENDRA NATH BASUNIA,Amra Bangalee,871,3,874,0.34
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,6,NIRMAL KUMAR ROY,Kamatapur People's Party (United),210,11,221,0.09
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,7,SWAPAN KUMAR BARMAN,Socialist Unity Centre Of India (COMMUNIST),379,9,388,0.15
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,8,UTTAM BARMAN,Independent,294,13,307,0.12
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,9,NARESH CHANDRA ROY,Independent,402,1,403,0.16
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,10,PANCHANAN ROY,Independent,955,6,961,0.38
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,11,SUKUMAR ROY,Independent,886,9,895,0.35
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,12,SUKUMAR ROY,Independent,801,4,805,0.32
3,3 - COOCHBEHAR UTTAR (West Bengal),23,23,13,NOTA,None of the Above,1796,23,1819,0.72
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,1,AVIJIT DE BHOWMIK,All India Trinamool Congress,84428,770,85198,41.48
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,2,KHOKAN MIAH,Indian National Congress,2926,45,2971,1.45
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,3,NAZMUL ALOM SARKAR,All India Forward Bloc,3025,112,3137,1.53
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,4,BHASKAR JYOTI DUTTA,Bahujan Samaj Party,555,6,561,0.27
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,5,RATHINDRA BOSE,Bharatiya Janata Party,106787,1695,108482,52.81
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,6,BIDHAN BARMA,Kamatapur People's Party (United),465,6,471,0.23
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,7,SUMAN PANDIT,Socialist Unity Centre Of India (COMMUNIST),395,5,400,0.19
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,8,HARIDAS MODAK,Amra Bangalee,182,3,185,0.09
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,9,ANANTA BARMAN,Independent,250,9,259,0.13
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,10,ABHIJIT DEY,Independent,124,1,125,0.06
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,11,KOUSHIK BHATTACHARJEE,Independent,243,2,245,0.12
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,12,RANJIT SARKAR,Independent,502,0,502,0.24
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,13,RASHIDUL ALAM,Independent,194,2,196,0.1
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,14,SANTOSH BARMAN,Independent,336,0,336,0.16
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,15,SURATH KUMAR HOM ROY,Independent,575,0,575,0.28
4,4 - COOCHBEHAR DAKSHIN (West Bengal),23,23,16,NOTA,None of the Above,1743,27,1770,0.86
5,5 - SITALKUCHI (West Bengal),27,27,1,NAMADIPTI ROY ADHIKARY,Communist Party of India (Marxist),3931,48,3979,1.42
5,5 - SITALKUCHI (West Bengal),27,27,2,SHYAMSUNDAR RAY,Bahujan Samaj Party,945,0,945,0.34
5,5 - SITALKUCHI (West Bengal),27,27,3,SABITRI BARMAN,Bharatiya Janata Party,143605,762,144367,51.59
5,5 - SITALKUCHI (West Bengal),27,27,4,SUKAMAL BARMAN,Indian National Congress,2511,11,2522,0.9
5,5 - SITALKUCHI (West Bengal),27,27,5,HARIHAR DAS,All India Trinamool Congress,118605,484,119089,42.56
5,5 - SITALKUCHI (West Bengal),27,27,6,KAMAL BARMAN,Amra Bangalee,1347,5,1352,0.48
5,5 - SITALKUCHI (West Bengal),27,27,7,JAGADISH ADHIKARI,Socialist Unity Centre Of India (COMMUNIST),772,1,773,0.28
5,5 - SITALKUCHI (West Bengal),27,27,8,MANIK CHANDRA BARMAN,Kamatapur People's Party (United),1504,2,1506,0.54
5,5 - SITALKUCHI (West Bengal),27,27,9,GAJENDRA  BARMAN,Independent,1195,4,1199,0.43
5,5 - SITALKUCHI (West Bengal),27,27,10,PARESH CHANDRA MANTA,Independent,1683,1,1684,0.6
5,5 - SITALKUCHI (West Bengal),27,27,11,HAREKRISHNA SARKAR,Independent,749,3,752,0.27
5,5 - SITALKUCHI (West Bengal),27,27,12,NOTA,None of the Above,1645,9,1654,0.59
6,6 - SITAI (West Bengal),23,23,1,ARUN KUMAR BARMA,All India Forward Bloc,2076,29,2105,0.79
6,6 - SITAI (West Bengal),23,23,2,ASHUTOSH BARMA,Bharatiya Janata Party,124735,732,125467,47.29
6,6 - SITAI (West Bengal),23,23,3,RABIN ROY,Indian National Congress,3239,23,3262,1.23
6,6 - SITAI (West Bengal),23,23,4,SANGITA ROY,All India Trinamool Congress,127382,806,128188,48.31
6,6 - SITAI (West Bengal),23,23,5,BINAPANI RAY,Socialist Unity Centre Of India (COMMUNIST),1803,6,1809,0.68
6,6 - SITAI (West Bengal),23,23,6,MANIK ROY,Aam Janata Unnayan party,1384,0,1384,0.52
6,6 - SITAI (West Bengal),23,23,7,GOUTAM ROY,Independent,536,3,539,0.2
6,6 - SITAI (West Bengal),23,23,8,SUNIL CHANDRA MAHANTA,Independent,1240,1,1241,0.47
6,6 - SITAI (West Bengal),23,23,9,NOTA,None of the Above,1315,9,1324,0.5
7,7 - DINHATA (West Bengal),25,25,1,AJAY RAY,Bharatiya Janata Party,136795,1460,138255,51.6
7,7 - DINHATA (West Bengal),25,25,2,UDAYAN GUHA,All India Trinamool Congress,119831,977,120808,45.09
7,7 - DINHATA (West Bengal),25,25,3,BIKAS MANDAL,All India Forward Bloc,2994,48,3042,1.14
7,7 - DINHATA (West Bengal),25,25,4,HARIHAR ROY SINGHA,Indian National Congress,1591,17,1608,0.6
7,7 - DINHATA (West Bengal),25,25,5,AJIJUL HOQUE,Socialist Unity Centre Of India (COMMUNIST),429,3,432,0.16
7,7 - DINHATA (West Bengal),25,25,6,ANIMESH BARMAN,Independent,293,1,294,0.11
7,7 - DINHATA (West Bengal),25,25,7,PAMPA RAY BARMAN,Independent,504,2,506,0.19
7,7 - DINHATA (West Bengal),25,25,8,PRABIR KUMAR ROY SARKAR,Independent,1164,2,1166,0.44
7,7 - DINHATA (West Bengal),25,25,9,NOTA,None of the Above,1786,28,1814,0.68
8,8 - NATABARI (West Bengal),22,22,1,AKIK HASSAN,Communist Party of India (Marxist),6503,103,6606,2.84
8,8 - NATABARI (West Bengal),22,22,2,GIRIJA SHANKAR RAY,Bharatiya Janata Party,125600,1311,126911,54.53
8,8 - NATABARI (West Bengal),22,22,3,BISWAJIT SARKAR,Indian National Congress,2497,19,2516,1.08
8,8 - NATABARI (West Bengal),22,22,4,SAILENDRA NATH BARMA,All India Trinamool Congress,91641,657,92298,39.66
8,8 - NATABARI (West Bengal),22,22,5,ABDUS SALAM,Socialist Unity Centre Of India (COMMUNIST),972,4,976,0.42
8,8 - NATABARI (West Bengal),22,22,6,MD. SAKOWAT ALI,Aam Janata Unnayan party,429,2,431,0.19
8,8 - NATABARI (West Bengal),22,22,7,MRINAL KANTI SAHA,Independent,673,4,677,0.29
8,8 - NATABARI (West Bengal),22,22,8,RAGHUNATH BISWAS,Independent,373,1,374,0.16
8,8 - NATABARI (West Bengal),22,22,9,SAHIDUL HOSSAIN,Independent,807,7,814,0.35
8,8 - NATABARI (West Bengal),22,22,10,NOTA,None of the Above,1100,13,1113,0.48
9,9 - TUFANGANJ (West Bengal),22,22,1,DEBENDRANATH BARMA,Indian National Congress,1645,13,1658,0.72
9,9 - TUFANGANJ (West Bengal),22,22,2,DHANANJOY RAVA,Communist Party of India (Marxist),4772,91,4863,2.11
9,9 - TUFANGANJ (West Bengal),22,22,3,MALATI RAVA ROY,Bharatiya Janata Party,121146,1379,122525,53.08
9,9 - TUFANGANJ (West Bengal),22,22,4,SHIBSANKAR PAUL,All India Trinamool Congress,95434,634,96068,41.62
9,9 - TUFANGANJ (West Bengal),22,22,5,KABIR HOSSAIN,Aam Janata Unnayan party,967,3,970,0.42
9,9 - TUFANGANJ (West Bengal),22,22,6,BHOLA SAHA,Socialist Unity Centre Of India (COMMUNIST),400,0,400,0.17
9,9 - TUFANGANJ (West Bengal),22,22,7,MAHESWAR GAYEN,Kamatapur People's Party (United),492,5,497,0.22
9,9 - TUFANGANJ (West Bengal),22,22,8,PRAFULLA PRODHAN,Independent,821,1,822,0.36
9,9 - TUFANGANJ (West Bengal),22,22,9,PRAMATH SARKAR,Independent,629,2,631,0.27
9,9 - TUFANGANJ (West Bengal),22,22,10,BIBHAS DAKUA,Independent,970,4,974,0.42
9,9 - TUFANGANJ (West Bengal),22,22,11,NOTA,None of the Above,1404,17,1421,0.62
10,10 - KUMARGRAM (West Bengal),24,24,1,MANOJ KUMAR ORAON,Bharatiya Janata Party,141540,1504,143044,57.95
10,10 - KUMARGRAM (West Bengal),24,24,2,RAJEEV TIRKEY,All India Trinamool Congress,89521,646,90167,36.53
10,10 - KUMARGRAM (West Bengal),24,24,3,SUDHAM LAMA,Indian National Congress,2229,32,2261,0.92
10,10 - KUMARGRAM (West Bengal),24,24,4,UNILISH MOCHARI,Aam Janata Unnayan party,449,12,461,0.19
10,10 - KUMARGRAM (West Bengal),24,24,5,KISHOR MINJ,Revolutionary Socialist Party,4047,64,4111,1.67
10,10 - KUMARGRAM (West Bengal),24,24,6,RAM ORAON,Socialist Unity Centre Of India (COMMUNIST),278,1,279,0.11
10,10 - KUMARGRAM (West Bengal),24,24,7,SUSHIL MINZ,Gana Suraksha Party,242,3,245,0.1
10,10 - KUMARGRAM (West Bengal),24,24,8,AMIT CHOMPRAMARI,Independent,241,7,248,0.1
10,10 - KUMARGRAM (West Bengal),24,24,9,ABKARI KUJUR,Independent,418,5,423,0.17
10,10 - KUMARGRAM (West Bengal),24,24,10,PAULUS TUDU,Independent,870,3,873,0.35
10,10 - KUMARGRAM (West Bengal),24,24,11,BIKASH ORAON,Independent,1791,0,1791,0.73
10,10 - KUMARGRAM (West Bengal),24,24,12,NOTA,None of the Above,2908,16,2924,1.18
11,11 - KALCHINI (West Bengal),23,23,1,ANJAN CHIK BARAIK,Indian National Congress,3163,23,3186,1.57
11,11 - KALCHINI (West Bengal),23,23,2,BIRENDRA BARA (ORAON),All India Trinamool Congress,76418,498,76916,37.96
11,11 - KALCHINI (West Bengal),23,23,3,BISHAL LAMA,Bharatiya Janata Party,113928,831,114759,56.64
11,11 - KALCHINI (West Bengal),23,23,4,ARJUN INDWAR,Mulnibasi Party of India,1222,5,1227,0.61
11,11 - KALCHINI (West Bengal),23,23,5,PASSANG SHERPA,Revolutionary Socialist Party,2380,25,2405,1.19
11,11 - KALCHINI (West Bengal),23,23,6,NARAYAN LAMA,Independent,1086,6,1092,0.54
11,11 - KALCHINI (West Bengal),23,23,7,RANAJIT RABHA,Independent,1227,0,1227,0.61
11,11 - KALCHINI (West Bengal),23,23,8,NOTA,None of the Above,1784,11,1795,0.89
12,12 - ALIPURDUARS (West Bengal),24,24,1,PARITOSH DAS,Bharatiya Janata Party,141407,1835,143242,61.62
12,12 - ALIPURDUARS (West Bengal),24,24,2,MRINMOY SARKAR (PAPAN),Indian National Congress,2587,57,2644,1.14
12,12 - ALIPURDUARS (West Bengal),24,24,3,SHYAMAL ROY,Communist Party of India (Marxist),7117,184,7301,3.14
12,12 - ALIPURDUARS (West Bengal),24,24,4,SUMAN KANJILAL,All India Trinamool Congress,72246,576,72822,31.33
12,12 - ALIPURDUARS (West Bengal),24,24,5,ABDUL LATIF CHOUDHURY,Aam Janata Unnayan party,642,5,647,0.28
12,12 - ALIPURDUARS (West Bengal),24,24,6,PIJUSH KANTI SARMA,Socialist Unity Centre Of India (COMMUNIST),406,2,408,0.18
12,12 - ALIPURDUARS (West Bengal),24,24,7,MANIK BARMAN,Kamatapur People's Party (United),350,24,374,0.16
12,12 - ALIPURDUARS (West Bengal),24,24,8,ABINASH DAS,Independent,949,5,954,0.41
12,12 - ALIPURDUARS (West Bengal),24,24,9,ABHIJIT SAHA,Independent,528,3,531,0.23
12,12 - ALIPURDUARS (West Bengal),24,24,10,BHUPESH DAS,Independent,914,9,923,0.4
12,12 - ALIPURDUARS (West Bengal),24,24,11,NOTA,None of the Above,2587,33,2620,1.13
13,13 - FALAKATA (West Bengal),24,24,1,AKSHOY KUMAR BARMAN,Indian National Congress,1845,10,1855,0.79
13,13 - FALAKATA (West Bengal),24,24,2,KAMAL KISHOR ROY,Communist Party of India (Marxist),6036,97,6133,2.6
13,13 - FALAKATA (West Bengal),24,24,3,DIPAK BARMAN,Bharatiya Janata Party,133209,1161,134370,56.95
13,13 - FALAKATA (West Bengal),24,24,4,SUBHASH CHANDRA ROY,All India Trinamool Congress,87817,554,88371,37.45
13,13 - FALAKATA (West Bengal),24,24,5,UKIL CHANDRA BHUIMALI,Socialist Unity Centre Of India (COMMUNIST),1111,7,1118,0.47
13,13 - FALAKATA (West Bengal),24,24,6,DIPANKAR BARMAN,Kamatapur People's Party (United),1033,14,1047,0.44
13,13 - FALAKATA (West Bengal),24,24,7,TARUN BARMAN,Independent,1028,5,1033,0.44
13,13 - FALAKATA (West Bengal),24,24,8,DILIP BARMAN,Independent,593,1,594,0.25
13,13 - FALAKATA (West Bengal),24,24,9,NOTA,None of the Above,1425,7,1432,0.61
14,14 - MADARIHAT (West Bengal),19,19,1,ISHAK RABHA,Bahujan Samaj Party,1402,4,1406,0.8
14,14 - MADARIHAT (West Bengal),19,19,2,JAYPRAKASH TOPPO,All India Trinamool Congress,61255,323,61578,34.84
14,14 - MADARIHAT (West Bengal),19,19,3,JOY PRAFFUL LAKRA,Indian National Congress,3000,29,3029,1.71
14,14 - MADARIHAT (West Bengal),19,19,4,LAXUMAN LIMBU,Bharatiya Janata Party,101864,624,102488,57.98
14,14 - MADARIHAT (West Bengal),19,19,5,BABITA BARA TIRKEY,Gana Suraksha Party,886,2,888,0.5
14,14 - MADARIHAT (West Bengal),19,19,6,SUDHIST BARAIK,Socialist Unity Centre Of India (COMMUNIST),488,3,491,0.28
14,14 - MADARIHAT (West Bengal),19,19,7,SUBHASH LOHAR,Revolutionary Socialist Party,3091,38,3129,1.77
14,14 - MADARIHAT (West Bengal),19,19,8,HAREN RABHA,Mulnibasi Party of India,637,1,638,0.36
14,14 - MADARIHAT (West Bengal),19,19,9,SARADIP NARJEENARY,Independent,1223,3,1226,0.69
14,14 - MADARIHAT (West Bengal),19,19,10,NOTA,None of the Above,1873,7,1880,1.06
15,15 - DHUPGURI (West Bengal),15,15,1,JIBAN MITRA,Bahujan Samaj Party,890,3,893,0.36
15,15 - DHUPGURI (West Bengal),15,15,2,NARESH ROY,Bharatiya Janata Party,133692,1106,134798,54.25
15,15 - DHUPGURI (West Bengal),15,15,3,NIRANJAN ROY,Communist Party of India (Marxist),7524,101,7625,3.07
15,15 - DHUPGURI (West Bengal),15,15,4,NIRMAL CHANDRA ROY,All India Trinamool Congress,95612,636,96248,38.73
15,15 - DHUPGURI (West Bengal),15,15,5,HARISH CHANDRA ROY,Indian National Congress,1451,16,1467,0.59
15,15 - DHUPGURI (West Bengal),15,15,6,ADYANATH ROY,Kamatapur People's Party (United),279,6,285,0.11
15,15 - DHUPGURI (West Bengal),15,15,7,JAYANTI ROY ORAON,Gana Suraksha Party,177,0,177,0.07
15,15 - DHUPGURI (West Bengal),15,15,8,PRIYA ROY,Socialist Unity Centre Of India (COMMUNIST),284,3,287,0.12
15,15 - DHUPGURI (West Bengal),15,15,9,ALOK ROY,Independent,157,1,158,0.06
15,15 - DHUPGURI (West Bengal),15,15,10,KALYAN ROY,Independent,405,10,415,0.17
15,15 - DHUPGURI (West Bengal),15,15,11,GANESH MAHATO,Independent,1084,2,1086,0.44
15,15 - DHUPGURI (West Bengal),15,15,12,TAPAS CHANDRA SARKAR,Independent,1542,6,1548,0.62
15,15 - DHUPGURI (West Bengal),15,15,13,MALAY SIDDHA,Independent,856,2,858,0.35
15,15 - DHUPGURI (West Bengal),15,15,14,HRISHIKESH ADHIKARI,Independent,1492,0,1492,0.6
15,15 - DHUPGURI (West Bengal),15,15,15,NOTA,None of the Above,1149,10,1159,0.47
16,16 - MAYNAGURI (West Bengal),17,17,1,DALIM CHANDRA ROY,Bharatiya Janata Party,146047,1356,147403,58.62
16,16 - MAYNAGURI (West Bengal),17,17,2,PRIYANKA SARKAR,Bahujan Samaj Party,898,5,903,0.36
16,16 - MAYNAGURI (West Bengal),17,17,3,JOGEN SARKAR,Indian National Congress,946,13,959,0.38
16,16 - MAYNAGURI (West Bengal),17,17,4,RAMMOHAN RAY,All India Trinamool Congress,90202,698,90900,36.15
16,16 - MAYNAGURI (West Bengal),17,17,5,ADHIR CHANDRA BARMAN,Mulnibasi Party of India,741,5,746,0.3
16,16 - MAYNAGURI (West Bengal),17,17,6,DIPAK ROY,Kamatapur People's Party (United),654,20,674,0.27
16,16 - MAYNAGURI (West Bengal),17,17,7,SHYAMAL RAY,Socialist Unity Centre Of India (COMMUNIST),290,9,299,0.12
16,16 - MAYNAGURI (West Bengal),17,17,8,SUDEB RAY,Revolutionary Socialist Party,2743,50,2793,1.11
16,16 - MAYNAGURI (West Bengal),17,17,9,SUPARNA SARKAR,Amra Bangalee,249,10,259,0.1
16,16 - MAYNAGURI (West Bengal),17,17,10,TAPATI ROY MALLICK,Independent,292,12,304,0.12
16,16 - MAYNAGURI (West Bengal),17,17,11,BISHNU DAS,Independent,611,1,612,0.24
16,16 - MAYNAGURI (West Bengal),17,17,12,RATNA ROY,Independent,1823,6,1829,0.73
16,16 - MAYNAGURI (West Bengal),17,17,13,RAMCHANDRA ROY,Independent,692,3,695,0.28
16,16 - MAYNAGURI (West Bengal),17,17,14,SUJAN MANDAL,Independent,938,3,941,0.37
16,16 - MAYNAGURI (West Bengal),17,17,15,NOTA,None of the Above,2116,14,2130,0.85
17,17 - JALPAIGURI (West Bengal),19,19,1,ANANTA DEB ADHIKARY,Bharatiya Janata Party,140474,2513,142987,60.11
17,17 - JALPAIGURI (West Bengal),19,19,2,KRISHNA DAS,All India Trinamool Congress,73298,884,74182,31.19
17,17 - JALPAIGURI (West Bengal),19,19,3,DEBRAJ BARMAN,Communist Party of India (Marxist),10975,349,11324,4.76
17,17 - JALPAIGURI (West Bengal),19,19,4,BEDODYUTI ROY,Bahujan Samaj Party,381,4,385,0.16
17,17 - JALPAIGURI (West Bengal),19,19,5,SUDIPTA MOHANTA,Indian National Congress,2555,62,2617,1.1
17,17 - JALPAIGURI (West Bengal),19,19,6,ISWAR BARAI,Amra Bangalee,124,1,125,0.05
17,17 - JALPAIGURI (West Bengal),19,19,7,BILASH SARKAR,Guruchand Sena Dal,160,3,163,0.07
17,17 - JALPAIGURI (West Bengal),19,19,8,MANABENDRA ROY,Kamatapur People's Party (United),178,5,183,0.08
17,17 - JALPAIGURI (West Bengal),19,19,9,JASHODA BARMAN,Socialist Unity Centre Of India (COMMUNIST),503,8,511,0.21
17,17 - JALPAIGURI (West Bengal),19,19,10,AMBALIKA ROY,Independent,339,3,342,0.14
17,17 - JALPAIGURI (West Bengal),19,19,11,UJJAL SARKAR,Independent,170,2,172,0.07
17,17 - JALPAIGURI (West Bengal),19,19,12,TUMPA DAS,Independent,229,1,230,0.1
17,17 - JALPAIGURI (West Bengal),19,19,13,DEBENDRANATH ROY,Independent,702,3,705,0.3
17,17 - JALPAIGURI (West Bengal),19,19,14,SUJIT MANDAL,Independent,1321,1,1322,0.56
17,17 - JALPAIGURI (West Bengal),19,19,15,NOTA,None of the Above,2577,31,2608,1.1
18,18 - RAJGANJ (West Bengal),13,13,1,KHARENDRA NATH ROY,Communist Party of India (Marxist),6299,72,6371,2.84
18,18 - RAJGANJ (West Bengal),13,13,2,TUSHAR KANTI ROY,Indian National Congress,1452,8,1460,0.65
18,18 - RAJGANJ (West Bengal),13,13,3,DINESH SARKAR,Bharatiya Janata Party,113791,866,114657,51.1
18,18 - RAJGANJ (West Bengal),13,13,4,RADHU MANDAL,Bahujan Samaj Party,1229,3,1232,0.55
18,18 - RAJGANJ (West Bengal),13,13,5,SWAPNA BARMAN,All India Trinamool Congress,92643,537,93180,41.53
18,18 - RAJGANJ (West Bengal),13,13,6,ANANTA KUMAR ROY,Socialist Unity Centre Of India (COMMUNIST),1053,1,1054,0.47
18,18 - RAJGANJ (West Bengal),13,13,7,JAGADISH CHANDRA ROY,Kamatapur People's Party (United),300,7,307,0.14
18,18 - RAJGANJ (West Bengal),13,13,8,HARENDRANATH ROY,Amra Bangalee,306,2,308,0.14
18,18 - RAJGANJ (West Bengal),13,13,9,KUNAL ROY,Independent,338,0,338,0.15
18,18 - RAJGANJ (West Bengal),13,13,10,PRAKASH CHANDRA ROY,Independent,990,9,999,0.45
18,18 - RAJGANJ (West Bengal),13,13,11,BAPI ROY,Independent,625,0,625,0.28
18,18 - RAJGANJ (West Bengal),13,13,12,SANJIB ROY,Independent,1588,6,1594,0.71
18,18 - RAJGANJ (West Bengal),13,13,13,SWAPNA BARMAN,Independent,927,5,932,0.42
18,18 - RAJGANJ (West Bengal),13,13,14,NOTA,None of the Above,1311,11,1322,0.59
19,19 - DABGRAM-FULBARI (West Bengal),18,18,1,DILIP SINGH,Communist Party of India (Marxist),7592,103,7695,3.05
19,19 - DABGRAM-FULBARI (West Bengal),18,18,2,BIRAJ SARKAR,Bahujan Samaj Party,566,6,572,0.23
19,19 - DABGRAM-FULBARI (West Bengal),18,18,3,RANJAN SIL SHARMA,All India Trinamool Congress,68168,417,68585,27.23
19,19 - DABGRAM-FULBARI (West Bengal),18,18,4,ROHIT SING (GUDDU),Indian National Congress,2282,29,2311,0.92
19,19 - DABGRAM-FULBARI (West Bengal),18,18,5,SIKHA CHATTERJEE,Bharatiya Janata Party,165182,1118,166300,66.02
19,19 - DABGRAM-FULBARI (West Bengal),18,18,6,UTTAM DAS,North Bengal People's Party,631,1,632,0.25
19,19 - DABGRAM-FULBARI (West Bengal),18,18,7,MOUSUMI AICH,Amra Bangalee,316,3,319,0.13
19,19 - DABGRAM-FULBARI (West Bengal),18,18,8,RENUKA ROY,Socialist Unity Centre Of India (COMMUNIST),325,6,331,0.13
19,19 - DABGRAM-FULBARI (West Bengal),18,18,9,ALOK SEN,Independent,325,3,328,0.13
19,19 - DABGRAM-FULBARI (West Bengal),18,18,10,ASTAMI ROY,Independent,868,13,881,0.35
19,19 - DABGRAM-FULBARI (West Bengal),18,18,11,KRISHNADEV ADHIKARY,Independent,543,3,546,0.22
19,19 - DABGRAM-FULBARI (West Bengal),18,18,12,DIPALI ADITYA,Independent,576,2,578,0.23
19,19 - DABGRAM-FULBARI (West Bengal),18,18,13,DHANABALA ROY,Independent,1124,4,1128,0.45
19,19 - DABGRAM-FULBARI (West Bengal),18,18,14,RAMESH BARMAN,Independent,562,0,562,0.22
19,19 - DABGRAM-FULBARI (West Bengal),18,18,15,NOTA,None of the Above,1102,19,1121,0.45
20,20 - MAL (West Bengal),19,19,1,BULU CHIK BARAIK,All India Trinamool Congress,96302,301,96603,43.04
20,20 - MAL (West Bengal),19,19,2,MANU ORAON,Communist Party of India (Marxist),5780,51,5831,2.6
20,20 - MAL (West Bengal),19,19,3,RAKESH KUJUR,Indian National Congress,2858,28,2886,1.29
20,20 - MAL (West Bengal),19,19,4,SUKRA MUNDA,Bharatiya Janata Party,111648,447,112095,49.94
20,20 - MAL (West Bengal),19,19,5,SHIBNATH ORAON,Socialist Unity Centre Of India (COMMUNIST),1107,4,1111,0.49
20,20 - MAL (West Bengal),19,19,6,CHANDAN LOHARA,Independent,1479,11,1490,0.66
20,20 - MAL (West Bengal),19,19,7,DIPIKA SABAR,Independent,593,7,600,0.27
